texto,label_real,label_texto,predicao
#carnicadosinfernos ninca mais ! Já Já jaula de novo!🤮🤮🤮🤮 ovo na cara é pouco dessa quadrilha!,1,Ofensivo,Ofensivo
Um grande perdedor!,1,Ofensivo,Erro
"@politicacincera sincera com c. À farsa prevalece até na escrita desse desgoverno, muito triste!",1,Ofensivo,Não-ofensivo
É brasileira ela?,0,Não-ofensivo,Erro
Tem cara de bandida,1,Ofensivo,Erro
"O contraste de pensamentos é tão grande,que parece que vivemos um pesadêlo!",0,Não-ofensivo,Erro
Como vc é em @joicehasselmannoficial mais do mesmo... Vc está dando nojo já... Que podre!,1,Ofensivo,Ofensivo
Esse miZeravel e um ele estava demostrando ali naquele momento estava demostrando a sua guria comtra todos nós negros incruindo eu isso e inaceitável um disgrasado dessis aí fazendo amessas para todos nós tem que ser punido pela lei não pode aceitar jamais tudo isso que esse miZeravel feis,1,Ofensivo,Ofensivo
Congresso vergonha nacional.,1,Ofensivo,Erro
Assassinam a irma e ela sai no abraço … a delinquência paira ! O imoral vencendo,1,Ofensivo,Ofensivo
O que aconteceu com o João Gordo? Que bom que já está recuperando...,0,Não-ofensivo,Erro
"Parabéns Deputada Carla, sempre dando voz a que não tem 👏👏👏👏",0,Não-ofensivo,Erro
Não ia ser sem viés ideologico?,0,Não-ofensivo,Erro
Os gados gostam de pagar para tirar férias 🍊🍊,1,Ofensivo,Erro
É o Brasil rumo à civilização!,0,Não-ofensivo,Erro
"Boa noite deputado Eduardo @bolsonarosp no video de gravação que o senhor postou no story, na mesa do seu escritório o senhor tem um Alcorão Sagrado ? Gostei de ver 😊👏👏🤲🏻🤲🏻🕌🕌",0,Não-ofensivo,Não-ofensivo
Ainda ter retardado que da audiencia a um jornal lixo desses.,1,Ofensivo,Ofensivo
"Queremos nossos direitos! É tudo muito lindo, mas queremos ter acesso ao básico, as terapias, doutores",0,Não-ofensivo,Não-ofensivo
"Lula é um criminoso de corpo, alma e espírito. É um homem demoníaco!!!!!",1,Ofensivo,Ofensivo
Horrível! Silvio precisa ser parado urgente!!! 😢😢😢,1,Ofensivo,Ofensivo
"Quer dizer que se mulher falar merda, tem que aceitar a merda que ela falar?? Entre os homens nunca existiu, isso se contraditório e opinião, aceite críticas e refute, caso não tenha argumentos, terá que ouvir e acabou.",1,Ofensivo,Ofensivo
"Até pelos comentários, a gente percebe quem é ""normal"" e quem é ""esquerdopata""... Por que será né?",1,Ofensivo,Ofensivo
Grande Greta! ❤️🌹,0,Não-ofensivo,Erro
Vamos assistir.... adoro ela... temos que ouvir coisas boas e as verdades da política.🍀👏🦋👏🍀🦋,0,Não-ofensivo,Erro
"Baixe a bola você, miliciano virtual de fake news.",1,Ofensivo,Ofensivo
@elizabethsavala Verdade!!!❤️❤️❤️❤️❤️,0,Não-ofensivo,Erro
Prende logo essa carniça de urubú,1,Ofensivo,Erro
Princeso demais 😍,0,Não-ofensivo,Erro
"Difícil, pai e filha mal caráter....",1,Ofensivo,Erro
👏👏👏👏👏👏vc merece @fernandohaddadoficial vc é um homem e político especial te admiramos 👏👏👏👏💚💛😍😘,0,Não-ofensivo,Erro
"Joice , gosto de vc ... mas ao que parece vc saiu um pouco da rota. Siga as condutas da Janaína. Não precisa concordar com tudo. Mas suas atuações estão bem tristes",0,Não-ofensivo,Não-ofensivo
"Professor, pelo amor de Deus ajude as mães das escolas municipais!!!! Precisamos que nossos filhos voltem pra escola",0,Não-ofensivo,Não-ofensivo
Xenofóbico este daí Taoquei ????😂😂😂,1,Ofensivo,Erro
"Ótimo, onde estão as mulheres, as pretas, os indios, os operários, o protesto. Todo mundo muito domesticado.",1,Ofensivo,Ofensivo
As viúvas do Partido das trevas PT estão em todos os lugares tentando enganar o povo desinformado e estimulan os analfabetos funcionais a acreditar que podem se dar bem sem fazer esforço nenhum para melhorar o Brasil 👈🤣🤣🤣🤣🤣🤣,1,Ofensivo,Ofensivo
Em nome do Demo!🐂💣💩💣💩,1,Ofensivo,Erro
Mais uma esquerdista ridícula💩💩,1,Ofensivo,Ofensivo
Vergonhosa fala da carta capital desrespeitando nossa MINISTRA Damares!!!!!! FORÇA MINISTRA...,1,Ofensivo,Ofensivo
"E a reforma politica, são 70.794 politicos, e um custo de 128 bilhoes ao ano ao🇧🇷, se a reforma da previdencia era tão importante, a politica tbm é necessaria.",0,Não-ofensivo,Não-ofensivo
Que nojo #impeachmentbolsonarojá #Impeachmentbolsonaro #forabolsonaro,1,Ofensivo,Ofensivo
Esse é incendiário,1,Ofensivo,Erro
Esse cara é ridículo!!!,1,Ofensivo,Erro
E ainda mais tendo uma aliada como vc a esquerda está bem,0,Não-ofensivo,Erro
Os limites se foram há muito tempo :(,0,Não-ofensivo,Erro
"Globo lixo com seus repórter de bosta, falando mentira",1,Ofensivo,Ofensivo
Sempre vejo as entrevistas dela. São TOP!,0,Não-ofensivo,Erro
"Carla, como foi a votação, onde estavam os deputados do PSL, qual foi o PLACAR? Ouvi na Jovem Pan, quero ouvir de fonte segura, vc!!!🇧🇷🇧🇷🇧🇷",0,Não-ofensivo,Não-ofensivo
Não cansam de passar vergonha né???? Pqp,1,Ofensivo,Ofensivo
O quw se esperar destes seres das trevas !,1,Ofensivo,Erro
Já falei pra calar a boca Joice...,1,Ofensivo,Ofensivo
Dois pombo sujo! Safados...,1,Ofensivo,Erro
"E pirralha sim! Insignificante, igual seus posts!!",1,Ofensivo,Ofensivo
Maldita safada vc vai pagar caro ainda,1,Ofensivo,Ofensivo
A natureza dessa camarada é ser preconceituoso impressionante como o faz à todo tempo.,0,Não-ofensivo,Ofensivo
Robô miliciana me apresentando! Positivo operante!,1,Ofensivo,Erro
CHEGA DE TANTA CORRUPÇÃO TANTA ROUBALHEIRA TANTA INCOMPETÊNCIA TANTA MALDADE TANTA FALSIDADE,1,Ofensivo,Ofensivo
Unidos com você Capitão. Avante Brasil nas mãos da Santíssima Virgem Maria🙏,0,Não-ofensivo,Erro
Ela quer ganhar o Nobel!! Pirralha,1,Ofensivo,Erro
"Lamentável, quando a globo estava nas cordas esse imbecil lhe dá armas para continuar",1,Ofensivo,Ofensivo
A ESQUERDA BRASILEIRA ESTÁ MORRTTAAAA,0,Não-ofensivo,Ofensivo
Então façam acontecer,0,Não-ofensivo,Erro
"O preço da carne subindo também,mas com remuneração de R$33,763 tá tranquilo né deputado.",0,Não-ofensivo,Não-ofensivo
Bha tá gata de quantia Joice 👏🏻👏🏻👏🏻,0,Não-ofensivo,Erro
"Nós e o mundo todo sabe que essa moça não era a mais bonita. O concurso de miss universo há muito tempo se tornou um evento político. Sabemos que não é apenas a beleza física que está sendo avaliada, é todo um conjunto.",0,Não-ofensivo,Não-ofensivo
Tomara que tenha aprendido que o nazismo era de direita.,0,Não-ofensivo,Ofensivo
"Globo só passa vergonha, globolixo",1,Ofensivo,Erro
Que linda! Quando olho para uma pessoa o que menos me importa é a cor da pele.,0,Não-ofensivo,Erro
@bolsonarosp! Leda nagle está à favor do Brasil?,0,Não-ofensivo,Ofensivo
Absurdooooo!!! Não sei onde vamos parar!! Tem que ter uma solução pra essa pouca vergonha chamada CONGRESSO NACIONAL que deveria defender os interesses do povo mas não fazem outra coisa a não ser defender seus PRÓPRIOS interesses!!🤬🤬🤬🤬🤬🤬,1,Ofensivo,Ofensivo
"Falaram da lua de mel.paga com dinheiro público, micropenis @bolsonarosp",1,Ofensivo,Ofensivo
O presidente está certo esta pirralha é ferramenta da esquerda no mundo.,1,Ofensivo,Ofensivo
"CHEGA DE VITIMÍSMO, ELA TÁ SENDO USADA PELO SISTEMA, AS FALAS SÃO SEMPRE AS MESMAS KKK COISA DE ESQUERDA NÉ INFLADO SEMPRE ÓDIO... APESAR DE ALGUNS ERROS O HOME É FORTE MESMO, CONTINUA LEVANTANDO ALGUNS VERMES ATÉ LA DE FORA DO PAÍS...",1,Ofensivo,Ofensivo
"Sugestão a Bolsonaro: convoque as Forças Armadas e faça uma invasão do bem na Amazônia. Expulse as ONGs que estejam ilegais. Grave as queimadas, os garimpos ilegais, os índios que fazem contrabando, as pistas de aterrissagem clandestinas. Grave tudo. Convoque uma cadeia de rede nacional em horário nobre e revele tudo! Não adianta esperar honestidade de setores que foram derrotados nas últimas eleições! Aja agora! Ou depois perderá o controle das ações! Cadê os militares que estudaram estratégia e devem ter aprendido que articula-se no país um estado de insurreição ao novo governo? Quando Napoleão esperou a chuva passar para o ataque final em Waterloo, no dia seguinte era tarde e perdeu a batalha! Alô! Não perceberam ainda que estamos num estado de pré-convulsão social? Que todos os dados indicam a tentativa de derrubada do novo governo?! Saco! Não vou mais ficar postando textos que acabam por ficar repetitivos, enquanto a articulação esquerdista vai ganhando terreno!",1,Ofensivo,Erro
"O olhar dela é maravilhoso, mas o discurso é muito melhor. 😍😍",0,Não-ofensivo,Erro
Jornalista asqueroso 😠😠😠,1,Ofensivo,Erro
Quem se juntou a Maria do barraco foi vc!,1,Ofensivo,Erro
"Eu acho também que tudo está muito caro no supermercado, inflação muito alta, pra aposentados que ganham um salário mínimo, morrem de fome.",0,Não-ofensivo,Não-ofensivo
sou eleitora do Jair gosto muito da Janaína mais realmente o filho dele da margem para esse povo falar,0,Não-ofensivo,Ofensivo
"A gente não precisa da sua pena, tenha pena do seu país que não tem florestas!!!",0,Não-ofensivo,Ofensivo
Que jovem forte e linda!,0,Não-ofensivo,Erro
"Eu nem sei o que é pior, se é ver o falso profeta espalhando ódio ou se é ver pessoas admirando esse tipo de ""gente.""",1,Ofensivo,Ofensivo
Exato! Ela é um escrota!,1,Ofensivo,Erro
Todos somos iguais.,0,Não-ofensivo,Erro
"Concordo com vc , Manuela davila",0,Não-ofensivo,Erro
Eita homem lindo! Por mim era nosso presidente!,0,Não-ofensivo,Ofensivo
Câmara só não vota o fim do foro especial e o pacote anticrimes.,0,Não-ofensivo,Não-ofensivo
E o que pode fazer esse tribunal em favor do povo brasileiro?,0,Não-ofensivo,Erro
"Fortalece a esquerda? Pergunte ao povo o que acha sobre uma possível reedição do AI-5? @joicehasselmannoficial , uma piada",1,Ofensivo,Ofensivo
O congresso está me deixando neutro.,0,Não-ofensivo,Erro
@danielduarte1982 fico muito feliz em ver vcs morrendo,1,Ofensivo,Ofensivo
Deixou a tola sem argumentos 😆😆😆😆,1,Ofensivo,Erro
"Parabéns, prefeito! 👏👏👏👏",0,Não-ofensivo,Não-ofensivo
"A repórter com Leda Nagle sempre teve as melhores reportagem. Depois que a tiraram o programa sem censura não conseguimos mais ter uma entrevista de classe. Carisma, respeito, conhecimento... Parabéns!",0,Não-ofensivo,Erro
Não vale apena ver este marginal e repúdio o que ele fale o lugar dele é a penitenciária.,1,Ofensivo,Ofensivo
Boa meu professor @fernandohaddadoficial,0,Não-ofensivo,Erro
Para de da ibope pra essa figura,1,Ofensivo,Erro
"Boa Manu, pelos ataques dos Bozonarianos, vc está no caminho certo, da para notar que esses lixos humanos estão literalmente ""se cagando"" preferimos Venezuelanos e Hermanos do que esses esses doidos que votaram no maluco fascista, miliciano, e sua família de bandidos!!!",1,Ofensivo,Ofensivo
A Globo já era,1,Ofensivo,Erro
"Kkkk uma ex assaltante de banco 🤦🏻‍♂️, a pfvor vai lá com o diálogo cabuloso com o PCX que eh o lugar de vocês. SEUS LIXO",1,Ofensivo,Ofensivo
O que eu posso dizer sobre isso o bolsonsto nunca foi diferente nunca falou que lutar ia por trabalhadores mulheres direitos não não é mesmo assim ganhou não falando nada de bom e ainda mais falando atrocidades e mesmo assim ganhou agora os deputados senadores hipócritas mentirosos aprovando tudo que esse escrito safado manda para o congresso e o povo continua cego surdo e mudo então faz parte do pacote pena que paga quem não votou nos canalhas .,1,Ofensivo,Ofensivo
Deus te abençoe meu Presidente Haddad! 👏👏👏👏👏👏,0,Não-ofensivo,Não-ofensivo
Seguir vc nas redes sociais já tá dando nojo pq vc só pensa 24 horas no Bolsonaro seu namorado deve morrer de ciúmes né não?.,1,Ofensivo,Ofensivo
Não gostei do teatrinho dela.,1,Ofensivo,Não-ofensivo
"Se foram a Globo ou a Folha que fizeram a pesquisa, então é tudo mentira 😂😂😂😂 vem aqui fazer a tal pesquisa. Fé em Deus que ele voltará e ficará até o diabo lhe chamar.",1,Ofensivo,Ofensivo
Fachin e Barroso ainda se salvam!,0,Não-ofensivo,Ofensivo
Bandida como todos esquerdopatas,1,Ofensivo,Erro
Estão loucos....Revisão do Código Penal URGENTE,1,Ofensivo,Ofensivo
"@fernandohaddadoficial , vejo sempre e gosto muito do programa. Mas um ponto crítico, se me permitem, o cenário não tá legal... uma estante cenográfica mto ruim. Não seria melhor fazer na casa do Haddad, uma biblioteca verdadeira...? Tantas possibilidades!",0,Não-ofensivo,Não-ofensivo
"Concordo c quase todas as suas visões, mas ser contra o concurso de blz me parece um pouco de radicalismo q não combina com o viés progressista q se propõe. Prefiro ver o concurso como uma forma de se valorizar a beleza feminina. A vitória de uma negra é um alento ao momento complicado q vivemos.",0,Não-ofensivo,Não-ofensivo
"Precisamos aumentar os colégios militares para outros Estados e cidades , melhor educação e civismo",0,Não-ofensivo,Não-ofensivo
Que vergonha! Esse senhor envergonha o evangelho de Cristo!,1,Ofensivo,Ofensivo
#sbt contrata esse cara!!! Sabe muito🚀🚀🚀,0,Não-ofensivo,Não-ofensivo
Parabéns minha gerreira 👏👏👏👏👏👏💟💟💟💟💕💕💕💕💕💕💕,0,Não-ofensivo,Erro
"Grande merdas! Imagina se todo mundo colocasse a metade de uma foto de um bandido pilantra junto a sua, que ridículo seria! Seus desocupados! #ptnuncamais #lulapilantra",1,Ofensivo,Ofensivo
Somos todos Brasil! Lula aqui não tem vez! Psicopata,1,Ofensivo,Ofensivo
Barchelet vai catar coco . Esquece nosso povo.,1,Ofensivo,Erro
😂😂 esse Borsa é um bosta mesmo,1,Ofensivo,Ofensivo
Cínicos bandidos,1,Ofensivo,Erro
"NÃO!! Pera ✋ É sério isso?! Mais um CUPIM? Vamos lá galera!! Vamos tocar em assuntos irrelevantes para ENFRAQUECER a nação. Se não temos nada contra ele, vamos enfraquecer o povo. Fingindo estar preocupada com o bem da nação, tu chapas cana e assobia ao mesmo tempo. Finge estar preocupada com a nação jogando pedras no presidente para enfraquecer nossa confiança nele, mas na VERDADE tu estas trabalhando com e para os inimigos DEUS SABE PORQUE. Então, vamos relevar um detalhe importante: TODOS SABEM QUEM É ESSA PIRRALHA, PRA QM ELA TRABALHA, O Q ELES REALMENTE QUEREM. Uma interpretação simples de texto mostra NOSSO PRESIDENTE disse q ela é um objeto q lucra muito, abrindo caminhos para o q querem devorar nosso país. PIRRALHA: Ser pequeno que usa sua aparente inocência para abrir caminho para EXPLORADORES. Pode não ter classe na palavras do PRESIDENTE, mas elas tem VERDADE E SINCERIDADE.",1,Ofensivo,Ofensivo
"CANALHAS.,PETRALHAS.!",1,Ofensivo,Erro
"Ah claro, vão deixar de visitar ou investir no Brasil pq o presidente chamou uma pirralha de pirralha.vai trabalhar e para de ficar focalizando",1,Ofensivo,Ofensivo
Tua luz incômoda as trevas Ministra👏👏,0,Não-ofensivo,Ofensivo
Deputada para dessas birrinhas de criança e vai trabalhar foi pra isso que a senhora foi eleita,1,Ofensivo,Ofensivo
"edinice, esse aí não vai falar bosta como o lobão, o deputado é muito inteligente não anda falando besteira parabéns deputado 👏👏👏",1,Ofensivo,Não-ofensivo
"Os dois babacas traidores do povo de bem ,dois inúteis",1,Ofensivo,Ofensivo
Amo ver a Globolixo pagar mico kkkk,1,Ofensivo,Erro
"Com certeza! Repúdio ao ato de Vandalismo do tal , Coronel Tadeu do PSL.",0,Não-ofensivo,Ofensivo
"A mim ela eh similar aquelas moças que ficam na rodovia que trocam ""serviços"" por $. Sem tirar nem por...",1,Ofensivo,Ofensivo
"Nao é só mais um concurso de beleza, é representatividade.",0,Não-ofensivo,Erro
Muito sensata Janaina Paschoal concordo plenamente eles da falas de der argumentos ai fica difícil...,0,Não-ofensivo,Não-ofensivo
Que corrupto chato,1,Ofensivo,Erro
🙌👏 Parabéns sempre representando nosso povo nossa nação Deus Pátria família e liberdade 👕🗽💚,0,Não-ofensivo,Erro
Tremenda falta de respeito. Sem um pingo de respeito.,1,Ofensivo,Ofensivo
"Vai, toma seu verme....",1,Ofensivo,Erro
"Acho que a deputada precisa descobrir o que significa pirralha, não vejo nada de mais. Na minha opinião é uma pirralha fantoche.",1,Ofensivo,Não-ofensivo
É um corja de safados! Nojo!,1,Ofensivo,Ofensivo
Nunca desista de um sonho; ainda mais se também for o sonho do povo brasileiro,0,Não-ofensivo,Erro
Estas pessoas que tratam esse verme Silvio Sanntos ccomo caduco no fundo pensam como ele.,1,Ofensivo,Ofensivo
"Amei a resposta do nosso presidente, ouviu o que pediu tava sentindo falta dessas respostas do meu presidente BOLSONARO",0,Não-ofensivo,Erro
Vamos botar para arrombar... Pobre tem que se fuder,1,Ofensivo,Ofensivo
Quem não se emociona ?,0,Não-ofensivo,Erro
"Gente é sério eu fui tão taxado hj que eu perdi até a fome , hoje não vou almoçar graças a Haddad, enfim triste fim",0,Não-ofensivo,Ofensivo
Está onde merece essa traidora!,1,Ofensivo,Erro
Parabéns pelo trabalho de vocês!,0,Não-ofensivo,Erro
@twiggoficial não é proibido não. Olha quanta felicidade!,0,Não-ofensivo,Erro
Essa ja fez parte da quadrilha,1,Ofensivo,Erro
"Ficar na ""indignação e pronto"" É O QUE NÃO PODE!!!! A população de bem deste país precisa saber QUAL É A AÇÃO A SER TOMADA!!!! 😐😐😐🤨",0,Não-ofensivo,Ofensivo
"Bené, grande desbravadora! Força, somos maioria e merecemos respeito.",0,Não-ofensivo,Erro
Obrigada meu Deus meu irmão estava com câncer na garganta foi tratado no HB e ficou curado,0,Não-ofensivo,Erro
Típico fariseu!,1,Ofensivo,Erro
"🇧🇷🇧🇷🇧🇷🇧🇷Deus no comando, dirigindo as mãos e a cabeça dos homens de ética e poder para agir em nosso País!!! #somostodasbolsonaro",0,Não-ofensivo,Ofensivo
Falam mais da conta.. quiz dizer....,0,Não-ofensivo,Erro
"Um dos poucos q restam, em termos de justiça neste país...",0,Não-ofensivo,Erro
Já começou atacar???,0,Não-ofensivo,Erro
"Esse Lula é um canalha, bandido, corrupto e falastrão! Tristesa ver um povo iludido sendo enganado por este verme! Porquê não prendem ele de novo por incitação a violência? Por calúnia e difamação de um Ministro Integro como o Moro? Tem que haver uma forma de levar esse bandido de volta pra cadeia!",1,Ofensivo,Ofensivo
Kkkkk Mais afiado que tramontina😂💚💛,0,Não-ofensivo,Erro
Esse nunca mais pisa nos USA 😳😳😳😳😳😳😳😳😳😳😳😳,0,Não-ofensivo,Ofensivo
Cristina neles !!!!!!!!!,0,Não-ofensivo,Erro
"Revistas de políticas brasileiras tipo a carta capital são uma vergonha nacional, lixo puro.",1,Ofensivo,Ofensivo
"Quando alguém fala que é cristão, crispa até o cabelo da orelha.",0,Não-ofensivo,Ofensivo
"Diva, concordo com você sobre o concurso.",0,Não-ofensivo,Erro
"Paulinho que Deus te abençoe sempre, exemplo de pai que eu quero ser.",0,Não-ofensivo,Erro
..papai não tem mais controle sobre o bebê..,0,Não-ofensivo,Ofensivo
Quando sairá o desenrola CNPJ?,0,Não-ofensivo,Não-ofensivo
É a Pirralha sim!!!!!,1,Ofensivo,Ofensivo
Essa pirralha não estuda ???? Ela faz o que da vida ??? Encher o saco dos outros ??? Pq não enche o saco dos pais dela ???,1,Ofensivo,Ofensivo
Ta faltando um cabo e um soldado pra fecharem essa merda logo 🇧🇷😠,1,Ofensivo,Ofensivo
O pior Econômica. Vocês vão quebrar o Brasil,1,Ofensivo,Erro
Falou o representante de Cristo no congresso! - mequetrefe do caralho!,1,Ofensivo,Ofensivo
"A imagem usada é o que, cambada de FDP. Vocês são os verdadeiros preconceituosos... usaram um negro vestido da bandeira do Brasil baleado e caído e um policial branco com arma na mão insinuando o que??? Cafajestes!!! Pilantras!!!",1,Ofensivo,Ofensivo
"Veganiza, Haddad ❤️",0,Não-ofensivo,Erro
Parabéns futuro presidente!,0,Não-ofensivo,Não-ofensivo
Urgente Lula livre já Haddad presidente 2022. Ja Brasil,0,Não-ofensivo,Ofensivo
Vão fazer o mesmo com a Lei de abuso de autoridade. Vão derrubar todos os vetos do Presidente @jairmessiasbolsonaro,0,Não-ofensivo,Ofensivo
velho nojento 🤮,1,Ofensivo,Erro
Olha isso @celleribs ! É inacreditável que ainda um safado desses não esteja preso!,1,Ofensivo,Ofensivo
Ele vai ter que engolir a esquerdalhada. 💅🏽,1,Ofensivo,Ofensivo
Vamos propagar o conservadorismo pelo Brasil.,0,Não-ofensivo,Erro
parabéns presidente e sua equipe que Deus lhes renove sua forças.,0,Não-ofensivo,Não-ofensivo
"E esse tipo de pastor, tem que viver no pasto.",1,Ofensivo,Erro
O cara não trabalha meu ....,1,Ofensivo,Ofensivo
Eu tenho nojoooooo 🤮 desse homem,1,Ofensivo,Erro
Cadê o Ministério Público??????,0,Não-ofensivo,Erro
"gostei desse apresentador super carismático, legal e engraçado bem cheio de empolgação e eufórico, bem melhor que os outros☺️",0,Não-ofensivo,Erro
"Carta capital , revestinha de banca, sórdida!",1,Ofensivo,Erro
E estes filhas da puta se dizem cristãos! Cristãos de merda! Vergonha desta gente...,1,Ofensivo,Ofensivo
"Essa besta humana é o câncer do País, tem q voltar p jaula, urgentemente! E viva o Presidente Bolsonaro 🇧🇷😎🙏",1,Ofensivo,Ofensivo
"Cadê os programas de fofoca, a tarde e sua que ñ tão caindo em cima, si fosse outro apresentador nossa o mundo aí cai",0,Não-ofensivo,Ofensivo
Será que a Janaína está tão sensata assim! Eu tô achando que ela tá bem em cima do muro!,0,Não-ofensivo,Erro
Não vamos comentar sobre esse ladrão FdaP apenas jogar Pedras,1,Ofensivo,Não-ofensivo
"Comercialização de animais silvestres, onde o bem estar animal entra aí?",0,Não-ofensivo,Erro
Menina que orgulho de vc🙌❤️,0,Não-ofensivo,Erro
Parabéns Leda vc esta fantástica!,0,Não-ofensivo,Não-ofensivo
😂😂😂😂😂😂😂 fala burrice idiota,1,Ofensivo,Ofensivo
Lixo ideológico,1,Ofensivo,Erro
"Como pode, esse verme, estar solto???",1,Ofensivo,Ofensivo
@ericac_blanco ela é muito forte,0,Não-ofensivo,Erro
Só pode ser piada este vídeo! Que vergonha,1,Ofensivo,Ofensivo
"Só faz porcaria, vão acabar com os apps de entrega e transporte no país.",1,Ofensivo,Ofensivo
A roliça rebelde 😂😂😂😂😂,1,Ofensivo,Erro
🤣🤣🤣🤣🇧🇷🇧🇷🇧🇷🇧🇷#joicetraidora,1,Ofensivo,Erro
30 anos estaria de bom tamanho para tamanho corrupto e ladrão!!! Estamos aguardando...,1,Ofensivo,Ofensivo
Parabéns aos pobres de direita😒,1,Ofensivo,Erro
Nessa hora a mão que segura o porrete chega treme,1,Ofensivo,Erro
@anthonymelo86 Vc gostou? acabou de falar!,0,Não-ofensivo,Erro
Na verdade esse Congresso nacional é uma verdadeira FAKE NEWS.,1,Ofensivo,Erro
Este é o Brasil de 2019.😱,0,Não-ofensivo,Erro
@joicehasselmannoficial porque as forcas armada nao interven no STF urgente.,1,Ofensivo,Ofensivo
Leda é reporte de verdade !,0,Não-ofensivo,Erro
@aparettos óia que perfeição,0,Não-ofensivo,Ofensivo
"Adorei o "" quem é fã do Queiroz "" 😂😂 A esquerdalha ñ desiste!!!!",1,Ofensivo,Ofensivo
"E a Amazônia professor? Não dá pra limpar a agenda pra focar nessa emergência? Faz alguma coisa útil. Nem tudo é voto. Onde vocês estão quando o país precisa de vocês ? @cirogomes dando palestra e entrevista enquanto a Amazônia queima. Pq vcs não vão no encontro do g20 representar o Brasil já que o bozo não serve pra isso? Bate na porta. Fala ""vim ajudar"". Depois usa isso na campanha. Façam alguma coisa útil porra!",1,Ofensivo,Ofensivo
"Cínica , não tem o que dizer e fica falando abobrinha",1,Ofensivo,Ofensivo
Mas continuam perseguindo Lula,0,Não-ofensivo,Não-ofensivo
"Esses filhos são uns ignorantes, irresponsáveis e arrogantes!",1,Ofensivo,Ofensivo
Tona no cu trabalhador brasileiro que votou no narcotraficante.,1,Ofensivo,Ofensivo
"Um abraço gigante do tamanho da estatura política de vcs, seus lindos de luta!❤️",0,Não-ofensivo,Erro
"Mais é muito safado uma criatura deste , se eu fosse evangélica pedia o pastor para expulsar este indivíduo, nunca vi uma pessoa que se diz de Deus, pregar a discórdia,.. quem pega o dinheiro público e colocar nos dentes para ter sorriso congate , enquanto muitos pobres passando fome , este indivíduo não tá nem aí , imagine o que ele seja , "" covarde''",1,Ofensivo,Ofensivo
Receber propina não te envergonha Bachelet? #BolsonaroPresidente2022🇧🇷,1,Ofensivo,Ofensivo
Tudo que esse babaca falou da nossa Ministra ele queria q fosse com ele. Doidinho com uma mamadeira de piroca,1,Ofensivo,Ofensivo
Por que será né! Cargo de senador pelo Estado. Morte de Mariele ajudou quem a ser eleito senador?????????????????,0,Não-ofensivo,Ofensivo
Vc fez inglês no fisk?,0,Não-ofensivo,Erro
Interdita esse homem.,1,Ofensivo,Ofensivo
Deus àbençoe vc presidente hadde,0,Não-ofensivo,Ofensivo
"Gente, precisamos de unidade!!!!🙌🙌🙌🙌🙌🙌🙌 A Carla é importante, a Joyce é importante, todos são! Nosso objetivo deve ser trabalhar pelo Brasil🙌🙌🙌🙌🙌",0,Não-ofensivo,Erro
Velha idiota comunista e corrupta .,1,Ofensivo,Ofensivo
São demônios contra o país e a favor de seus bolsos!,1,Ofensivo,Ofensivo
Difícil saber quem é mais escroto,1,Ofensivo,Ofensivo
Viva Argentina 😍,0,Não-ofensivo,Não-ofensivo
O plano agora é falar que Bolsonaro não é tão bom assim e você é melhor? Sugiro se concentrar no seu trabalho e sua função sem criticar os outros. A campanha ainda nem começou!,0,Não-ofensivo,Não-ofensivo
Boa tarde Gleice querida 😍,0,Não-ofensivo,Não-ofensivo
Beleza não tem cor...👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻,0,Não-ofensivo,Erro
Esse velho imbecil envergonha o Brasil.,1,Ofensivo,Ofensivo
Tanto escândalo por causa de uma palavra. Está faltando dicionário pra esse povo.,0,Não-ofensivo,Ofensivo
"Em uma sociedade ainda racista, onde uma mulher negra não é vista como padrão de beleza, quanta representatividade. 👏 Não é só beleza, é ocupar uma posição de destaque, independe de qual ela for 🤩❤️",0,Não-ofensivo,Erro
Lamentável tudo isso. Se a vontade é servir o País e mudar a realidade do povo.,0,Não-ofensivo,Erro
O MELHOR DE TODOS OS TEMPOS..O BOLSONARO O INSUBSTITUÍVEL SEMPRE! 😂😂❤️❤️👏👏👏,0,Não-ofensivo,Erro
"O presidente tem q se policiar! Agora, essa menina ser personalidade do ano, não dá!",0,Não-ofensivo,Ofensivo
Olha só no nível da vestimenta de vocês para o bozo... Só aí já vemos quem é melhor.,1,Ofensivo,Ofensivo
lenantemo-nos todos e saiamos dessa emissora e desse devasso,1,Ofensivo,Ofensivo
Os supremos calhordas NÃO irão impor sua vontade. Não deixaremos! 😎🇧🇷,1,Ofensivo,Ofensivo
"@manueladavila Sou enfermeira da atenção básica numa Comunidade Ribeirinha do Município de Parintins, estamos na mesma situação. Além do sofrimento com a fumaça, estamos parcialmente isolados da sede do município por conta da seca dos rios. Aumento de doenças respiratórias pela fumaça e das síndromes diarréicas pela má qualidade da água.",0,Não-ofensivo,Não-ofensivo
Cara que show esse vídeo!!! 🇧🇷🇧🇷🇧🇷🇧🇷,0,Não-ofensivo,Não-ofensivo
Falando a BOCÓ que quer estocar o vento 😂😂,1,Ofensivo,Erro
Orgulho define! 💞,0,Não-ofensivo,Erro
